Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value
NE,Jul,0.27093358495240216,-2.811880816215674e-15,0.15033255757468936,0.15033255757468936,[2.5531011],[28.59816386],[1.41663581],[20.38021042],0.2709335849524022,0.07886466303765832
NE,Aug,0.17209519671742493,7.380052549748101e-16,0.15384369984538476,0.15384369984538476,[1.4859046],[28.83543511],[1.32831749],[19.10963273],0.172095196717425,0.26980658576285543
NE,Sep,0.5009641353913944,1.2438293633546216e-15,0.13516340021379653,0.13516340021379653,[4.62133804],[19.62651408],[1.24686723],[17.93786116],0.5009641353913946,0.0006224410768555648
NE,Oct,0.06872481037725127,-1.0933647878455345e-15,0.1558045132599221,0.1558045132599221,[0.62712862],[17.16968755],[1.42174958],[20.45377881],0.06872481037725127,0.6614605795882724
NE,Nov,0.49900968735965323,1.896946562350899e-15,0.13533962085689583,0.13533962085689583,[6.70088905],[2.52024353],[1.81739114],[26.14561454],0.49900968735965334,0.0006587983580071781
NE,Dec,0.2705934189875151,1.0309977037617227e-15,0.15034750004821323,0.15034750004821323,[3.25572047],[-0.79941272],[1.80894803],[26.02414912],0.27059341898751516,0.07925601829382074
DE,Jan,0.29528011609194355,2.0185341004840124e-15,0.14921008703892677,0.14921008703892677,[3.21346835],[0.66772793],[1.62382045],[23.36084004],0.29528011609194355,0.05456406371469104
DE,Feb,0.22729221870722457,8.25834233807497e-16,0.15208616358508084,0.15208616358508084,[2.75557417],[3.29246379],[1.84381457],[26.52575107],0.22729221870722463,0.1427032636011814
DE,Mar,0.28390537884294276,6.982439083343982e-16,0.14974757100225122,0.14974757100225122,[2.6804988],[7.11355509],[1.41384494],[20.34006005],0.2839053788429428,0.06503734285900349
DE,Apr,0.3830786439995063,3.506596829254914e-15,0.14426016069481934,0.14426016069481934,[2.52246254],[11.73098631],[0.94991161],[13.66575541],0.3830786439995064,0.011227419867650646
DE,May,0.11711661356111808,-1.8545493209008924e-15,0.15509900054937178,0.15509900054937178,[0.8246054],[20.7978784],[1.09203527],[15.71039533],0.1171166135611181,0.45449978288169013
DE,Jun,0.243473651792974,-4.1523823901579716e-16,0.15147410475645848,0.15147410475645848,[1.46488919],[24.02216177],[0.91136259],[13.11117599],0.2434736517929741,0.11565005847793683
DE,Jul,0.22145455875709094,4.5113155084151936e-15,0.15229607544274085,0.15229607544274085,[1.77219936],[27.55899403],[1.21875571],[17.53343915],0.22145455875709102,0.15352995155945762
DE,Aug,0.3644310847612019,-4.948260778198286e-16,0.1454337485961432,0.1454337485961432,[2.93242739],[24.73013657],[1.1702457],[16.83555742],0.36443108476120195,0.016279585847220557
DE,Sep,0.3845831178202003,1.2415510725195533e-15,0.14416249516394672,0.14416249516394672,[2.71930778],[20.98919762],[1.01934322],[14.6646225],0.38458311782020044,0.010885954775911432
DE,Oct,0.2928336204988693,1.4035659465265468e-15,0.14932763705335864,0.14932763705335864,[2.11353719],[15.91049446],[1.07777759],[15.50527942],0.29283362049886935,0.05669387032311536
DE,Nov,0.18184448778980156,3.1887209119975144e-16,0.15356992387361507,0.15356992387361507,[1.51798734],[11.07823872],[1.28195912],[18.44270523],0.18184448778980156,0.2431869645404812
DE,Dec,0.16536500470435814,8.966119539955807e-16,0.154023629420874,0.154023629420874,[2.07655312],[5.42931866],[1.93413503],[27.82513239],0.16536500470435817,0.2892651988631197
NY,Jan,0.2547293027751982,1.1684955241864057e-15,0.15102196434565734,0.15102196434565734,[2.91033417],[-6.00005789],[1.7254567],[24.82301412],0.25472930277519823,0.09925614504106724
NY,Feb,0.1797855915159839,8.578964201228922e-16,0.15362903856314175,0.15362903856314175,[2.1517706],[-3.49627492],[1.83871492],[26.45238574],0.17978559151598392,0.24865478645725825
NY,Mar,0.24190107749524364,1.2298295519467324e-15,0.1515355443055088,0.1515355443055088,[2.80946328],[0.85942376],[1.75994895],[25.31923147],0.2419010774952437,0.118094732139541
NY,Apr,0.11931960004442432,2.432346708556372e-16,0.15505804051364974,0.15505804051364974,[0.89072825],[10.0576521],[1.15751794],[16.6524515],0.11931960004442435,0.4459981100869582
NY,May,0.11901379502610232,4.845039010491243e-16,0.15506377260808166,0.15506377260808166,[0.95200887],[16.88644627],[1.24037795],[17.8445041],0.11901379502610232,0.44717301990329095
NY,Jun,0.40928067358568637,4.9098104923754155e-15,0.14249427290410455,0.14249427290410455,[2.38098824],[17.38841421],[0.82895971],[11.92569974],0.4092806735856865,0.006425139291293933
NY,Jul,0.37488271252386984,-1.7213944092033595e-15,0.14478436041489387,0.14478436041489387,[2.50793149],[20.81055991],[0.9685943],[13.93453096],0.37488271252386984,0.013252791490802359
NY,Aug,0.5131881533257764,2.785806051637736e-16,0.13404021232142488,0.13404021232142488,[3.28057564],[18.49093624],[0.85685738],[12.32704521],0.5131881533257765,0.0004330258437007651
NY,Sep,0.5747388441014378,-5.585279383388838e-16,0.1278027501785221,0.1278027501785221,[3.88110923],[13.63270628],[0.86302925],[12.41583586],0.5747388441014378,5.5600573599946806e-05
NY,Oct,0.26853215823273924,3.02233760168085e-15,0.15043761205837464,0.15043761205837464,[2.12324721],[10.76371823],[1.18948971],[17.11240845],0.26853215823273924,0.08166008293594043
NY,Nov,0.24115605652250913,1.3063833591610613e-15,0.15156450421073742,0.15156450421073742,[2.42150924],[3.77524576],[1.5218977],[21.89454422],0.24115605652250918,0.11926645278202001
NY,Dec,0.159039207654897,7.104886298689461e-16,0.15418602404385187,0.15418602404385187,[1.88476988],[-1.55822695],[1.82725491],[26.28751821],0.15903920765489704,0.30836405457613414
IN,Jan,0.34847825341572797,1.6548586666096765e-15,0.14638430101222316,0.14638430101222316,[4.06551205],[-3.40279633],[1.70778846],[24.56883266],0.348478253415728,0.022015722868206328
IN,Feb,0.13125344366154376,7.404122274327029e-16,0.1548226785498207,0.1548226785498207,[1.75594458],[2.28830803],[2.07126027],[29.7978632],0.1312534436615438,0.4014902372888022
IN,Mar,0.18800627132565567,5.594165018611109e-16,0.15338884447164636,0.15338884447164636,[2.13102976],[7.84799523],[1.73864515],[25.0127477],0.18800627132565573,0.22731164744842616
IN,Apr,0.2915946093240982,1.2609278791518049e-15,0.14938676140557763,0.14938676140557763,[2.28871989],[12.89313863],[1.17253352],[16.86847079],0.29159460932409825,0.057797622615068746
IN,May,0.15315099732703874,-1.510171647770223e-16,0.1543313486339189,0.1543313486339189,[1.24011203],[20.24785543],[1.24966971],[17.97817857],0.15315099732703877,0.3268466672989101
IN,Jun,0.38347166650055486,-1.980713630065497e-15,0.14423469027191851,0.14423469027191851,[2.26357685],[21.47509076],[0.85139616],[12.2484783],0.383471666500555,0.011137345208586807
IN,Jul,0.16731600808873814,3.5350962639267757e-15,0.15397223010923414,0.15397223010923414,[1.4212751],[26.71595642],[1.30792564],[18.81626848],0.16731600808873817,0.2835330635586653
IN,Aug,0.15352146613234524,-1.171721901335137e-15,0.15432237081058403,0.15432237081058403,[1.17545808],[26.96684699],[1.18159032],[16.99876503],0.15352146613234524,0.32566378779440674
IN,Sep,0.445800275087185,8.205067076882415e-16,0.13979620312477087,0.13979620312477087,[3.40945427],[19.55052247],[1.06915314],[15.38120505],0.4458002750871851,0.0027351938205137176
IN,Oct,0.19468238976769647,-1.73596304620451e-16,0.1531855854450888,0.1531855854450888,[1.442642],[16.08636725],[1.13514099],[16.33052899],0.19468238976769647,0.21093067424398868
IN,Nov,0.20800210781311046,9.059931599705697e-16,0.15275798834608934,0.15275798834608934,[2.33223577],[8.01400777],[1.71280786],[24.64104348],0.20800210781311054,0.180745887727643
IN,Dec,0.26541675351296,1.3508190880216178e-15,0.15057239948509335,0.15057239948509335,[3.65973703],[0.23239548],[2.07618916],[29.86877191],0.2654167535129601,0.0854012579939168
UT,Jan,0.2908143783776386,1.4741584016026553e-15,0.14942385264651525,0.14942385264651525,[2.72886751],[-1.22770877],[1.40212427],[20.17144234],0.2908143783776386,0.05850145641746586
UT,Feb,0.1711000798379431,6.830023489062495e-16,0.1538707695564333,0.1538707695564333,[1.5202975],[3.04757882],[1.3672077],[19.6691206],0.17110007983794312,0.272627856126581
UT,Mar,0.24771225792382315,3.4689205347483745e-16,0.15130639543447166,0.15130639543447166,[2.17833749],[7.17882184],[1.3305615],[19.14191581],0.2477122579238232,0.10925164412045138
UT,Apr,0.14129876277105982,1.7919344513168225e-15,0.1546068704212332,0.1546068704212332,[1.3481088],[13.60540483],[1.47507932],[21.22099888],0.14129876277105982,0.36610086489837435
UT,May,0.06620925809606515,5.705285744358186e-16,0.15583107913052707,0.15583107913052707,[0.61386241],[20.28386602],[1.44479555],[20.78532615],0.06620925809606516,0.6731468978453969
UT,Jun,0.3188791871796042,1.3085374829413334e-15,0.14802076848213175,0.14802076848213175,[3.262601],[23.48004187],[1.5144692],[21.78767521],0.31887918717960423,0.03714483468872811
UT,Jul,0.5989170975841196,-1.628573811150241e-15,0.12506567155107867,0.12506567155107867,[4.2887366],[23.13768854],[0.89557257],[12.88401524],0.5989170975841197,2.2065843900603172e-05
UT,Aug,0.42541081890928867,1.6378227039802842e-15,0.14133730931278807,0.14133730931278807,[2.36852518],[24.19102386],[0.78691223],[11.3207902],0.4254108189092888,0.0044566908443022055
UT,Sep,0.5373222858833231,4.197231663056231e-15,0.13171335849923985,0.13171335849923985,[3.92562939],[17.6383023],[0.96228622],[13.84378081],0.5373222858833231,0.0002029559615521251
UT,Oct,0.2899687008946268,1.3018858864615051e-16,0.1494639325529156,0.1494639325529156,[2.71169262],[13.17846648],[1.3977379],[20.10833858],0.2899687008946268,0.05927205090533205
UT,Nov,0.45389556310447643,2.1493369367122787e-15,0.1391593942907469,0.1391593942907469,[5.0751315],[2.38059542],[1.55597958],[22.38485779],0.45389556310447654,0.002234463271579317
UT,Dec,0.23743625811974203,1.2705339841271146e-15,0.151707679704166,0.151707679704166,[1.83395685],[-0.44876723],[1.1717896],[16.8577686],0.23743625811974214,0.12524830040589496
SC,Jan,0.3839616209164542,1.5207175495617417e-15,0.1442028951422104,0.1442028951422104,[3.86013819],[6.41880508],[1.44973631],[20.85640558],0.38396162091645436,0.011025921108012244
SC,Feb,0.24393565556628333,2.024250038613812e-15,0.15145597411849307,0.15145597411849307,[2.4071027],[10.78198292],[1.49453381],[21.50087786],0.24393565556628338,0.11493917363111145
SC,Mar,0.2945052602928488,1.8477300610758246e-15,0.14924743341829147,0.14924743341829147,[2.36988833],[14.18922281],[1.20099638],[17.27794732],0.2945052602928488,0.05523154887047295
SC,Apr,0.2973508442641283,3.4437562099304663e-15,0.14910975458557693,0.14910975458557693,[2.37842859],[18.8482275],[1.1926884],[17.15842591],0.2973508442641283,0.05281201796924249
SC,May,0.18712338084752775,6.585625225920176e-16,0.1534151740150023,0.1534151740150023,[1.31150633],[25.29890162],[1.07525297],[15.46895941],0.18712338084752778,0.2295415659860844
SC,Jun,0.07696214490199411,1.6510188734572829e-15,0.15571055294626415,0.15571055294626415,[0.58673071],[30.653968],[1.18707923],[17.07773048],0.07696214490199411,0.6237575776755953
SC,Jul,0.11983640508353982,-2.900946511138348e-16,0.15504831945641928,0.15504831945641928,[0.92515659],[31.72796192],[1.19699831],[17.22042968],0.11983640508353982,0.44401638694528267
SC,Aug,0.3007878173574154,-5.240574768670365e-16,0.1489415246959857,0.1489415246959857,[2.23265627],[28.21073612],[1.10554753],[15.90478737],0.30078781735741544,0.050004138091096405
SC,Sep,0.37891874249325636,1.6141102194117528e-15,0.1445278761690451,0.1445278761690451,[2.64897176],[24.1492608],[1.01037563],[14.53561158],0.3789187424932565,0.012219614522780316
SC,Oct,0.37458890048212906,3.497861142007728e-15,0.1448029068933717,0.1448029068933717,[2.87615281],[19.03057596],[1.11181962],[15.99501973],0.3745889004821291,0.013330822770964661
SC,Nov,0.20257319988422667,-1.0165929622090532e-17,0.1529358305326098,0.1529358305326098,[1.69360317],[15.78006274],[1.27861241],[18.39455823],0.20257319988422673,0.19265208982587353
SC,Dec,0.2884456917031892,1.4572673645733771e-15,0.1495357925126524,0.1495357925126524,[3.64317475],[9.66350918],[1.88869184],[27.17137093],0.2884456917031893,0.06068027859625856
NM,Jan,0.2603395230209223,2.7258175451004427e-15,0.15078844271825365,0.15078844271825365,[2.07302552],[5.91797366],[1.20069472],[17.27360753],0.2603395230209223,0.09178256294623935
NM,Feb,0.1501963962647774,1.9032730689462042e-15,0.15440215486846737,0.15440215486846737,[1.21010619],[10.17458386],[1.24399125],[17.8964864],0.15019639626477743,0.33637646281809264
NM,Mar,0.2672930938577968,1.6636177863467672e-15,0.1504914228149773,0.1504914228149773,[2.04614878],[13.04464407],[1.15202318],[16.57340208],0.2672930938577968,0.08313239172567205
NM,Apr,0.1995637742209325,1.1970000156142697e-15,0.15303230170885382,0.15303230170885382,[1.60796331],[18.82403999],[1.23304106],[17.7389531],0.19956377422093258,0.19948615754120744
NM,May,0.22804444785422795,4.635094735706895e-15,0.15205869612870693,0.15205869612870693,[1.99193481],[23.36411831],[1.32821041],[19.10809219],0.22804444785422803,0.14135028736830202
NM,Jun,0.41901089159725846,6.006817099471632e-15,0.14180284086070902,0.14180284086070902,[3.11524555],[26.01253563],[1.05427013],[15.16709306],0.4190108915972586,0.005163670520531462
NM,Jul,0.40820332909429935,2.5294093236435887e-15,0.14256962715881386,0.14256962715881386,[2.5633792],[26.30000873],[0.89528916],[12.87993809],0.40820332909429946,0.006579989082266932
NM,Aug,0.3386172332619659,7.754118449933508e-16,0.14694767355879346,0.14694767355879346,[2.32680325],[25.83885779],[1.00974874],[14.52659298],0.338617233261966,0.026343950996363354
NM,Sep,0.4574915031899323,4.26783828892413e-15,0.13887189433721017,0.13887189433721017,[3.03840436],[21.17738523],[0.92230996],[13.26866856],0.4574915031899323,0.002039295128098564
NM,Oct,0.41256279327328665,1.2820849844596336e-15,0.14226323433713303,0.14226323433713303,[3.05691964],[15.89731567],[1.05411172],[15.16481404],0.41256279327328677,0.005972680904395478
NM,Nov,0.4795792243573416,2.4140832860779786e-15,0.13704225515038304,0.13704225515038304,[4.4943565],[7.93716486],[1.28428572],[18.47617648],0.47957922435734174,0.0011377948193239946
NM,Dec,0.38891123875508316,1.8117475597912413e-15,0.14387901831560806,0.14387901831560806,[3.0701758],[4.06682389],[1.13582184],[16.34032402],0.38891123875508327,0.009952727102260268
CO,Jan,0.2456528597029641,1.026628347661003e-15,0.1513882645611056,0.1513882645611056,[1.95628367],[-0.65938618],[1.20559716],[17.34413571],0.24565285970296416,0.112325900436591
CO,Feb,0.016525410568056165,2.4374402995131442e-18,0.15615243574910845,0.15615243574910845,[0.13405653],[4.32540095],[1.26673121],[18.22363124],0.01652541056805617,0.9162343524578482
CO,Mar,0.16739235938066133,5.488244360208514e-16,0.15397020602043437,0.15397020602043437,[1.46642789],[7.22305147],[1.34884415],[19.4049362],0.16739235938066135,0.2833102569857848
CO,Apr,0.15904672428630265,1.7432894001916605e-15,0.15418583493619203,0.15418583493619203,[1.4918433],[12.36951632],[1.44624861],[20.80623039],0.15904672428630265,0.3083408946291599
CO,May,0.060382338437899793,1.1603451978315435e-15,0.15588879504194186,0.15588879504194186,[0.53797765],[19.39093035],[1.38889434],[19.98111211],0.060382338437899793,0.7005062434857426
CO,Jun,0.3412571903456978,1.2053872858674582e-15,0.146798645075604,0.146798645075604,[3.10171324],[22.07413252],[1.33426435],[19.19518617],0.3412571903456979,0.025121134155864703
CO,Jul,0.4890868550344616,5.370963057567032e-15,0.13622023489891144,0.13622023489891144,[2.88023851],[22.67599622],[0.80220264],[11.54076333],0.4890868550344617,0.0008743556165350439
CO,Aug,0.3435942864365211,2.792579725662286e-15,0.14666561988681878,0.14666561988681878,[1.98436588],[23.18701896],[0.84704043],[12.18581518],0.3435942864365212,0.024078428412736556
CO,Sep,0.5753113618166387,2.4746721148028132e-15,0.12773990695317938,0.12773990695317938,[4.11918039],[15.79733706],[0.91460686],[13.15784916],0.5753113618166389,5.444267965094007e-05
CO,Oct,0.3145651775584012,1.4677977224759478e-15,0.14824573773888947,0.14824573773888947,[2.57781856],[11.91511858],[1.21485352],[17.477301],0.31456517755840124,0.03993348838877003
CO,Nov,0.4605026819243396,2.4565126667881344e-15,0.13862893795154366,0.13862893795154366,[5.09844056],[1.9539705],[1.53482581],[22.0805324],0.4605026819243396,0.0018876089190151771
CO,Dec,0.23026585534266172,9.588369630082084e-16,0.15197702296354298,0.15197702296354298,[1.84208],[-0.33966106],[1.21578527],[17.4907054],0.23026585534266178,0.13741022615764953
ND,Jan,0.2581874947356724,1.241476535168676e-15,0.15087866370051012,0.15087866370051012,[4.07959094],[-9.04379342],[2.38401643],[34.29728106],0.25818749473567243,0.09459611476671274
ND,Feb,-0.050529972012662475,-2.3252797436099646e-16,0.15597425693851513,0.15597425693851513,[-0.8763394],[-1.57165888],[2.70505566],[38.91586193],-0.05052997201266249,0.7476125469604415
ND,Mar,0.045825084520031,3.2734810508321638e-16,0.15600969807477902,0.15600969807477902,[0.67705496],[5.14109108],[2.305007],[33.16062417],0.045825084520031,0.7704443190294227
ND,Apr,-0.06803976745364852,-1.3242135715098231e-16,0.15581184635485396,0.15581184635485396,[-0.82182325],[14.8203701],[1.88198464],[27.07487895],-0.06803976745364852,0.6646353165027988
ND,May,-0.22164121959965868,-1.932856691017141e-15,0.1522894523976304,0.1522894523976304,[-2.1176002],[24.0620499],[1.4550009],[20.93214386],-0.22164121959965874,0.15317471788746403
ND,Jun,0.208880382801129,-1.211585731908006e-15,0.15272875571248604,0.15272875571248604,[2.15240503],[23.13065232],[1.57379136],[22.6411043],0.20888038280112906,0.1788703120334848
ND,Jul,0.2781730375083107,-1.1688336501123255e-15,0.15000973636721374,0.15000973636721374,[2.84384],[25.84740692],[1.53359108],[22.06276916],0.27817303750831074,0.07088914500606931
ND,Aug,0.17162140835960799,-1.1624295338284417e-16,0.15385660826606748,0.15385660826606748,[1.36906235],[26.4472282],[1.22734857],[17.65705905],0.17162140835960804,0.27114741574945506
ND,Sep,0.4982794431947462,9.834054786744947e-16,0.13540522709310365,0.13540522709310365,[4.65905455],[15.6329913],[1.26607739],[18.21422523],0.4982794431947462,0.0006728628179656761
ND,Oct,-0.048435860800222094,-2.266036964531104e-16,0.15599045994817268,0.15599045994817268,[-0.49098004],[14.15329016],[1.58122931],[22.74810911],-0.04843586080022211,0.7577497791182892
ND,Nov,0.3909958149184035,1.7001501411671489e-15,0.1437411522381077,0.1437411522381077,[6.15283969],[-2.02954742],[2.2619584],[32.54131216],0.39099581491840363,0.009528298470188216
ND,Dec,0.25105887981539476,1.3036566405858647e-15,0.1511718000920451,0.1511718000920451,[4.14687718],[-7.56921322],[2.49698751],[35.92252193],0.2510588798153948,0.10439300973962903
MN,Jan,0.28648705122615054,1.4978058504634967e-15,0.14962760028750927,0.14962760028750927,[4.206234],[-11.62203541],[2.19684868],[31.60462131],0.28648705122615065,0.06253040030057039
MN,Feb,0.015692275460057113,2.1025662640826927e-16,0.15615453200477836,0.15615453200477836,[0.24829531],[-4.69741506],[2.47079765],[35.5457456],0.015692275460057116,0.9204435681976841
MN,Mar,0.1452653755940263,7.338338220713225e-16,0.15451718435126272,0.15451718435126272,[2.0916194],[1.76996519],[2.22483258],[32.0072073],0.14526537559402633,0.3526598910985803
MN,Apr,-0.03164675359789857,2.598853496245107e-16,0.1560955369580198,0.1560955369580198,[-0.35426662],[12.96935126],[1.74739689],[25.13865319],-0.03164675359789858,0.8403412982920617
MN,May,-0.11964787173297647,1.7032836547390218e-15,0.15505187069051607,0.15505187069051607,[-1.06969582],[21.47385913],[1.38622054],[19.94264594],-0.11964787173297647,0.4447387691030106
MN,Jun,0.3285137185428772,2.308274651521625e-15,0.14750599299351602,0.14750599299351602,[2.96752157],[19.95212858],[1.3324473],[19.16904549],0.32851371854287725,0.031490328125030054
MN,Jul,0.32142749695115286,4.248027316153165e-15,0.14788627504414364,0.14788627504414364,[3.16317647],[23.01544747],[1.45535273],[20.93720538],0.3214274969511529,0.03557395812523168
MN,Aug,0.22079414307143813,1.701685271364009e-15,0.15231946101703717,0.15231946101703717,[1.57761862],[23.59024702],[1.08835322],[15.65742412],0.22079414307143821,0.15479162841646954
MN,Sep,0.5465975427504647,3.2233511659917445e-15,0.13077919636334662,0.13077919636334662,[4.54534486],[13.79842096],[1.08752144],[15.64545783],0.5465975427504648,0.00014934065860347276
MN,Oct,0.014300678834030814,3.0757902806787675e-17,0.15615779156969414,0.15615779156969414,[0.13676053],[12.70752648],[1.49337121],[21.48415237],0.014300678834030817,0.9274790094403345
MN,Nov,0.3793394212442071,1.8344190024738517e-15,0.14450095817811354,0.14450095817811354,[5.65821729],[-2.35735112],[2.15537267],[31.00793315],0.3793394212442072,0.01211599131765995
MN,Dec,0.33080701929947975,1.6199504760114717e-15,0.14738093300763105,0.14738093300763105,[5.23732369],[-9.82444117],[2.33332912],[33.56807596],0.3308070192994798,0.030254795114290595
KY,Jan,0.3315984779183247,1.5487777520111789e-15,0.14733754587823408,0.14733754587823408,[3.78266216],[0.49074398],[1.68073196],[24.17958852],0.33159847791832475,0.029837812010900317
KY,Feb,0.14114349402550308,8.72046649811774e-16,0.15461032954592432,0.15461032954592432,[1.77166511],[5.69067323],[1.94070388],[27.91963413],0.1411434940255031,0.3666331761776872
KY,Mar,0.20625090060495388,1.1973022880535107e-15,0.15281589162027184,0.15281589162027184,[2.13399601],[10.47514996],[1.58112523],[22.74661187],0.20625090060495394,0.18452751323560354
KY,Apr,0.31424698863973205,-3.6039506414009685e-16,0.14826219607060834,0.14826219607060834,[2.36070942],[14.64932405],[1.11378621],[16.02331183],0.3142469886397321,0.04014576466886779
KY,May,0.15248831124018647,-2.1008806581553677e-15,0.15434735256012622,0.15434735256012622,[1.18530348],[21.81466717],[1.19975395],[17.26007333],0.1524883112401865,0.32896926742704513
KY,Jun,0.2521877027663006,4.649934487616563e-15,0.15112596608042847,0.15112596608042847,[1.50317738],[24.98677873],[0.90079386],[12.95913053],0.2521877027663007,0.10279200573635312
KY,Jul,0.00543808931736989,-1.1777302186639064e-15,0.15617145262261584,0.15617145262261584,[0.04020521],[31.0421861],[1.15461628],[16.6107072],0.005438089317369891,0.9723912352868918
KY,Aug,0.02596558250997788,4.402291542953026e-15,0.15612110594061246,0.15612110594061246,[0.21563877],[30.98875731],[1.29655334],[18.65266274],0.02596558250997788,0.8687250400864234
KY,Sep,0.33981752669426735,1.0340549046743947e-15,0.14688007789261695,0.14688007789261695,[2.81663228],[23.09728225],[1.21743917],[17.51449901],0.33981752669426746,0.02578197877561426
KY,Oct,0.19411619591277646,1.905422969261276e-15,0.15320310944468718,0.15320310944468718,[1.49835234],[18.42186955],[1.18255067],[17.01258097],0.19411619591277646,0.21228711931630162
KY,Nov,0.14928515386397473,1.8978281169206295e-16,0.1544237078060902,0.1544237078060902,[1.59019628],[11.64403519],[1.64493253],[23.66456558],0.14928515386397473,0.33934996338459433
KY,Dec,0.22509004251427767,1.6030152839132288e-15,0.1521660255629758,0.1521660255629758,[3.03211223],[4.37772756],[2.04977734],[29.48880236],0.22509004251427772,0.14671914894762295
TX,Jan,0.2728896010504625,1.7750038057033799e-15,0.15024624224338046,0.15024624224338046,[2.48094233],[11.50427689],[1.36594528],[19.65095903],0.27288960105046256,0.0766435914703838
TX,Feb,0.09892253642460855,3.420425700138855e-17,0.1554077509906873,0.1554077509906873,[0.933446],[16.61713209],[1.46644788],[21.09682405],0.09892253642460855,0.5279655108756673
TX,Mar,0.15193045283046006,8.037446174473961e-16,0.15436076980944408,0.15436076980944408,[1.09008845],[20.5979646],[1.10752578],[15.93324708],0.15193045283046006,0.33076275483890105
TX,Apr,0.09886455140341738,2.9463319823767645e-15,0.15540865095641457,0.15540865095641457,[0.71190798],[26.04034859],[1.11907308],[16.09937061],0.09886455140341742,0.5282086016824159
TX,May,0.18163843848169162,-2.397853220146574e-16,0.15357587126809485,0.15357587126809485,[1.58278623],[28.56566843],[1.33825074],[19.25253579],0.18163843848169164,0.24373047655321894
TX,Jun,0.2211616716669872,7.558422855576171e-16,0.15230645574978127,0.15230645574978127,[1.9716467],[31.21674811],[1.35780544],[19.53385645],0.22116167166698725,0.15408855909118174
TX,Jul,0.09983580952899772,-2.971718817624636e-16,0.15539350609023794,0.15539350609023794,[0.78089103],[34.11233902],[1.2154496],[17.48587639],0.09983580952899775,0.524144049400481
TX,Aug,0.028437015423301005,6.518436622375837e-15,0.15611060307998137,0.15611060307998137,[0.19723468],[34.96798976],[1.08275869],[15.57693921],0.028437015423301005,0.8563553074281981
TX,Sep,0.16835077759984313,3.831693641990533e-15,0.15394471732486434,0.15394471732486434,[1.16756766],[29.66260236],[1.06765692],[15.35968004],0.16835077759984315,0.28052313847943383
TX,Oct,0.3447468615090884,-1.4389489262809048e-15,0.1465996374300605,0.1465996374300605,[2.0147598],[22.26454334],[0.85675343],[12.32554977],0.34474686150908845,0.023577655795491544
TX,Nov,0.33705221167414207,1.5510554276446558e-15,0.1470354036183429,0.1470354036183429,[2.993633],[16.00157575],[1.30594021],[18.78770542],0.33705221167414207,0.02709195635084585
TX,Dec,0.38632249631323706,1.1606125965190022e-15,0.1440490201829435,0.1440490201829435,[3.62193771],[10.5293468],[1.35052083],[19.42905758],0.3863224963132372,0.010502284698150692
AL,Jan,0.304577543556247,-4.9651474343053854e-17,0.14875356277440574,0.14875356277440574,[3.00589695],[8.21502772],[1.46805925],[21.12000575],0.30457754355624705,0.047049054937034214
AL,Feb,0.232855528214494,-7.902355330188908e-16,0.15188075417022337,0.15188075417022337,[2.2725886],[11.81664081],[1.4823031],[21.32492264],0.23285552821449407,0.13292060563128114
AL,Mar,0.2485536833366728,5.819099058066618e-16,0.1512727359649977,0.1512727359649977,[2.10698098],[15.87872148],[1.28233375],[18.44809478],0.24855368333667288,0.1080141661439363
AL,Apr,0.2912614409435906,1.6237417895772231e-15,0.14940261311420477,0.14940261311420477,[2.01087601],[19.48874056],[1.03147924],[14.83921547],0.29126144094359063,0.05809733491982958
AL,May,0.15487578097646906,6.1207755017602824e-15,0.15428936169852972,0.15428936169852972,[1.00810416],[26.22686967],[1.00428709],[14.44801984],0.15487578097646906,0.32136240646674785
AL,Jun,0.06850407467188248,1.4616973866570987e-15,0.15580688420193708,0.15580688420193708,[0.49082466],[31.36555041],[1.11634033],[16.06005621],0.06850407467188248,0.6624829121191538
AL,Jul,0.11438779655160061,1.7885095820754938e-16,0.1551486645046056,0.1551486645046056,[0.7680442],[32.32255234],[1.04172854],[14.98666539],0.11438779655160064,0.46515150418319295
AL,Aug,0.15164378679639595,2.9265118537172076e-15,0.1543676449359592,0.1543676449359592,[1.04940103],[31.70821008],[1.06825059],[15.36822074],0.15164378679639595,0.3316867366389621
AL,Sep,0.33599070328918884,1.4257691761074247e-16,0.14709464742157996,0.14709464742157996,[2.51661531],[26.25881495],[1.10175858],[15.85027826],0.3359907032891889,0.027609284163687027
AL,Oct,0.33524851129318545,4.87905071546703e-16,0.1471359447449628,0.1471359447449628,[2.397706],[20.81892843],[1.05232007],[15.13903881],0.3352485112931855,0.027975843313692964
AL,Nov,0.25316153319838425,1.7679106193344517e-15,0.15108624883825691,0.15108624883825691,[2.28919297],[15.66374114],[1.36618535],[19.65441279],0.2531615331983843,0.1014259929907726
AL,Dec,0.2800032912019928,8.516855532402067e-16,0.14992666149561518,0.14992666149561518,[3.11996213],[10.28909529],[1.67057145],[24.03341602],0.28000329120199285,0.06897725783945305
NH,Jan,0.3070836428662137,1.113929519357944e-15,0.14862784070058158,0.14862784070058158,[3.41021645],[-8.46339125],[1.65053763],[23.74520245],0.3070836428662137,0.04517377463835468
