Region,Month,Dataset,Slope,Slope_SE,Slope_p
KS,May,merra2,-0.16041521582674892,1.288873652498942,0.36794317441429936
KS,Nov,era5,3.9698102293028787,1.3005352442869045,0.022399213807224427
KS,Nov,merra2,5.117087721558822,1.6108573415964789,0.010593293139001814
KS,Oct,era5,1.2795505360986685,0.9987103266403603,0.7795453806099975
KS,Oct,merra2,1.212029691694432,1.2586468938951905,0.866222636799415
KS,Sep,era5,3.0761591742869534,0.9328375176283822,0.026038399396743683
KS,Sep,merra2,3.1250442936469924,1.3138324567044148,0.10578348097834755
KY,Apr,era5,1.608532471536528,0.9793295127475666,0.5343518453694367
KY,Apr,merra2,2.3607094178457193,1.1137862102972618,0.22182218158268707
KY,Aug,era5,0.8970250778662792,0.8630657657835835,0.9050274245623966
KY,Aug,merra2,0.21563876738027993,1.2965533445722988,0.5452064351131702
KY,Dec,era5,2.6657985845133125,1.6430595794370522,0.3106593780490772
KY,Dec,merra2,3.032112233249641,2.0497773355087916,0.32149911505212936
KY,Feb,era5,1.0541465917828348,1.5095051100400172,0.9713856770878413
KY,Feb,merra2,1.7716651131158707,1.9407038834844788,0.690909390667088
KY,Jan,era5,2.3237655911682857,1.4063081622375206,0.34654833109677874
KY,Jan,merra2,3.7826621568780268,1.680731958058476,0.09779774692731635
KY,Jul,era5,0.3018240074262018,0.743901077802327,0.3479703713183975
KY,Jul,merra2,0.04020521246066962,1.154616275412796,0.4058226266143805
KY,Jun,era5,1.3154187680918634,0.7610761306148492,0.6785534617423281
KY,Jun,merra2,1.5031773795836851,0.900793857860494,0.5764393394657152
KY,Mar,era5,2.1123237323870234,1.3475095640481662,0.4091069083711394
KY,Mar,merra2,2.1339960108993905,1.581125232244736,0.4732456290166178
KY,May,era5,1.2282195906663755,1.0238881473957802,0.8236171959616956
KY,May,merra2,1.1853034778973957,1.1997539503575998,0.8772539595234443
KY,Nov,era5,0.956313508441088,1.282463073359543,0.9728256994096649
KY,Nov,merra2,1.5901962777834073,1.6449325267702744,0.7197472199929638
KY,Oct,era5,1.4154259518634158,0.8349720393889191,0.6188133997538161
KY,Oct,merra2,1.498352336152478,1.1825506669490726,0.6734472849924762
KY,Sep,era5,2.6706078472192774,0.9032689594018317,0.06438374616338516
KY,Sep,merra2,2.8166322759232876,1.2174391712722996,0.13565327857698062
LA,Apr,era5,1.0241590975976707,0.766729748874837,0.9748633963853743
LA,Apr,merra2,1.202235344619291,0.9934831541029694,0.8386958484996412
LA,Aug,era5,0.6774814541949017,0.719810866225705,0.6541098057699464
LA,Aug,merra2,0.16365275904289092,1.0953851168612567,0.4451539943269096
LA,Dec,era5,2.4857830571462536,1.1666475537567664,0.20282322601911495
LA,Dec,merra2,3.017864023520373,1.4357495375163316,0.15988961128436152
LA,Feb,era5,1.2463475522663106,1.1955904336809773,0.8367543744991914
LA,Feb,merra2,1.7793347959841295,1.4330802678350478,0.5865667445645653
LA,Jan,era5,1.6872896996362012,1.159862485377386,0.5534747403361853
LA,Jan,merra2,2.438982810083793,1.3884536444766233,0.30001911278120863
LA,Jul,era5,0.6118894590946837,0.4830108125388853,0.42167221681407074
LA,Jul,merra2,0.7111435820713822,0.9650071637853264,0.7646876154941693
LA,Jun,era5,1.4301996848930674,0.6293295692778892,0.4942378300430812
LA,Jun,merra2,1.0169022700642176,1.136176498985661,0.988130749997981
LA,Mar,era5,1.7468300002127464,0.9309009758663012,0.42239923100090815
LA,Mar,merra2,1.6028031633222426,1.1348733241105182,0.5953055593056804
LA,May,era5,1.0084114637125292,0.6391949060079583,0.9895005681855833
LA,May,merra2,0.8231969193665754,0.990197928136368,0.8582884877684316
LA,Nov,era5,1.1852210691792848,0.911051912149604,0.8388969392252603
LA,Nov,merra2,2.3878775609987732,1.2515464114624475,0.267460312208355
LA,Oct,era5,2.174079428763155,0.5179400593967924,0.023400923753810865
LA,Oct,merra2,2.2835406352884444,0.7669810142814883,0.09422944308418835
LA,Sep,era5,2.1500140266221175,0.6219780884495593,0.06446325906062711
LA,Sep,merra2,1.5197823525745375,0.9927457098960949,0.6005703070464647
MA,Apr,era5,0.8013148731353794,0.8133732024513316,0.8070193791738676
MA,Apr,merra2,1.2672840785479111,0.9619232531166925,0.7811165717389865
MA,Aug,era5,2.407732667834768,0.5494051324008635,0.010398587310095131
MA,Aug,merra2,4.220927607790317,0.9227743903724354,0.0004821496843059325
MA,Dec,era5,2.076717384518081,1.3472868343519364,0.4241891917994356
MA,Dec,merra2,2.326855135564557,1.6678982293067655,0.4263080361398557
MA,Feb,era5,1.3235160348497865,1.283375477649108,0.8009775756924433
MA,Feb,merra2,2.3812707939860536,1.6701256157219928,0.4082109608534472
MA,Jan,era5,2.49260020635972,1.3039261649935203,0.25233474638997544
MA,Jan,merra2,2.871952359407477,1.582777898600974,0.23692782907562115
MA,Jul,era5,1.4935492929031569,0.7555997279909231,0.5136345584411963
MA,Jul,merra2,3.0162519489097397,1.147777841134863,0.07897629550195573
MA,Jun,era5,0.6969225689314562,0.7547701015308795,0.6880157243783827
MA,Jun,merra2,2.240076316540752,0.8282490511937891,0.13433436724316472
MA,Mar,era5,1.267390896736387,1.1085935871743526,0.8094014227391275
MA,Mar,merra2,2.242048515173778,1.4488548754217856,0.3912999950389149
MA,May,era5,0.5503822681929577,0.9671042838683872,0.6419949617212921
MA,May,merra2,0.4603592973984102,1.0778820499565072,0.616618084512583
MA,Nov,era5,1.2297621599336273,1.0060789550753382,0.819355589536193
MA,Nov,merra2,1.73554048486856,1.2485209138135898,0.5557744145475665
MA,Oct,era5,1.4926118212741397,0.7795298568187479,0.5274296692852352
MA,Oct,merra2,2.110548336628108,0.9971124557317987,0.2653802815596906
MA,Sep,era5,2.4251614836745747,0.5620955838479029,0.011230510639206992
MA,Sep,merra2,3.9127580912845974,0.8323445680032816,0.0004661982495528516
MD,Apr,era5,1.7043922313772495,0.766063655976527,0.35783635796899005
MD,Apr,merra2,2.670824936259842,0.9773749778578131,0.08735791505158019
MD,Aug,era5,1.645734462937647,0.6107031910793294,0.29034632101277724
MD,Aug,merra2,2.5953017479814395,1.0458077951319071,0.12715303365368236
MD,Dec,era5,1.831862887879198,1.4614133365323012,0.5692081550192363
MD,Dec,merra2,1.943835949657497,1.925465808931244,0.6240024458800124
MD,Feb,era5,1.3563099458942036,1.3796412385048662,0.7962041293296858
MD,Feb,merra2,2.722003818580854,1.8102334822807635,0.34147209404730594
MD,Jan,era5,2.1295180220013714,1.2698080340195705,0.37372436493951233
MD,Jan,merra2,3.3960689337646754,1.5674015497870764,0.12634165136373987
MD,Jul,era5,1.29820244877871,0.685811188539888,0.6636951741489723
MD,Jul,merra2,1.619024816491377,1.1605742044238823,0.5937719025886143
MD,Jun,era5,1.0269128620087693,0.5703203385611333,0.9623625727511704
MD,Jun,merra2,1.5975751202050574,0.8264850814672515,0.46966025518829246
MD,Mar,era5,2.249517349894924,1.1599346064045184,0.2813771432080632
MD,Mar,merra2,3.171138952978812,1.4728036478946627,0.14044021161650155
MD,May,era5,0.8917587614794305,0.9159556376560125,0.9059305717057657
MD,May,merra2,1.1742895644396516,1.1430934921479923,0.8788148016453816
MD,Nov,era5,0.8566867920384291,1.0768755071352751,0.8941281913482799
MD,Nov,merra2,1.8483711953204185,1.3853446858811673,0.5402797740204139
MD,Oct,era5,1.4589285608404328,0.7873103426105129,0.5599560355209756
MD,Oct,merra2,1.8394757338510705,1.0958631767991007,0.44365211870162913
MD,Sep,era5,1.9361346681705425,0.6173334585654905,0.12941405898757785
MD,Sep,merra2,2.685716258964683,1.0147419023920525,0.09666794148987878
ME,Apr,era5,0.37282254082550587,0.8032171875946004,0.43490147446335126
ME,Apr,merra2,0.5029522066011481,0.9838054074464597,0.6133974534656068
ME,Aug,era5,2.145410599535927,0.5905391582972194,0.05242814621016567
ME,Aug,merra2,2.650385908545424,0.6939773723862559,0.01739950009577851
ME,Dec,era5,2.32813641504116,1.3730463617601645,0.33339820786960606
ME,Dec,merra2,2.6008555048377726,1.7022410186264283,0.3469919242752666
ME,Feb,era5,1.106596945356852,1.2917046914870602,0.93422984494877
ME,Feb,merra2,1.9511592301180967,1.6407237918198652,0.562103933411676
ME,Jan,era5,3.0101261276424216,1.2805707360585992,0.11648233242202477
ME,Jan,merra2,3.686752334908604,1.5427503070418604,0.08158999371470732
ME,Jul,era5,1.6541171209430712,0.6730931867158189,0.33114623980995717
ME,Jul,merra2,2.171071491893874,0.6847566242873054,0.08722870322888632
ME,Jun,era5,0.8331830619425096,0.7369270896268313,0.8209149751131308
ME,Jun,merra2,1.3722627999124304,0.7943894026202635,0.6393448445287548
ME,Mar,era5,0.8505131543053839,0.9564037839374785,0.8757957863863852
ME,Mar,merra2,1.5323658056210034,1.4100212332902367,0.7057584386320908
ME,May,era5,0.5620414758797698,0.9501331803254291,0.6448385295226202
ME,May,merra2,0.4132767930626601,1.0925669522058656,0.5912582864522504
ME,Nov,era5,1.7680982495654574,0.9443593544420475,0.4160152516440443
ME,Nov,merra2,1.8155403685941507,1.2014574872100547,0.49726932694946946
ME,Oct,era5,2.136801902877954,0.9322757827744111,0.2226985897826652
ME,Oct,merra2,2.3925824394497734,1.1122038058984647,0.21053603067371252
ME,Sep,era5,2.9601773454924714,0.7023373281338666,0.00525561377313033
ME,Sep,merra2,3.729721925410517,0.797702655078948,0.0006216706006103578
MI,Apr,era5,-0.10994670702094246,1.124252868286456,0.32350786197296544
MI,Apr,merra2,0.02804759722712668,1.3006426465974208,0.4548907734893042
MI,Aug,era5,1.6271793361220135,0.6969811630534642,0.36819944283564277
MI,Aug,merra2,2.452090236409067,0.8939200080815278,0.10428889827341048
MI,Dec,era5,2.3941461935758483,1.439008507292332,0.3326329351590811
MI,Dec,merra2,2.8512993573298404,1.7446234032738626,0.2886237609603657
MI,Feb,era5,0.48527594242475064,1.5261076212868527,0.735906586227804
MI,Feb,merra2,0.8570905250909614,1.859348336495231,0.9387349351104786
MI,Jan,era5,2.464739968231191,1.4509594054850665,0.3127360749498038
MI,Jan,merra2,2.861021792114036,1.5474917448063197,0.229129091216961
MI,Jul,era5,1.356364424172859,0.8706945622985394,0.6823286679086604
MI,Jul,merra2,2.4466853800380193,1.0676214312605943,0.1754001473636395
MI,Jun,era5,1.639821321258582,0.7979004372860824,0.4226217102386718
MI,Jun,merra2,2.4406660349860116,0.9415832263625269,0.12600524173313898
MI,Mar,era5,1.7696801307255983,1.409892600807541,0.5851250439221021
MI,Mar,merra2,1.5000445768394233,1.7536878153489384,0.7755377451226053
MI,May,era5,0.3887324604666411,1.1597796250105548,0.5981554613687772
MI,May,merra2,-0.29527083389392633,1.259240131687855,0.30366154264026246
MI,Nov,era5,2.309468483320023,1.3042943619920966,0.31539452536341717
MI,Nov,merra2,3.3097897409426538,1.592479113398137,0.1469368507093909
MI,Oct,era5,1.252415843778966,0.9761484111692857,0.7959566382910706
MI,Oct,merra2,1.6143321049787092,1.2139287760510833,0.612807990303537
MI,Sep,era5,2.9544545583918693,0.7487220120352636,0.00904397213706698
MI,Sep,merra2,4.349226968651703,0.838636643244327,6.506200677769414e-05
MN,Apr,era5,-1.0728717970295079,1.5319887210286411,0.1760366427407769
MN,Apr,merra2,-0.35426662365246914,1.7473968909407818,0.4383281509572392
MN,Aug,era5,0.9345379880629551,0.82237441840785,0.9365544201051414
MN,Aug,merra2,1.5776186160197931,1.0883532232321447,0.5956078616778713
MN,Dec,era5,3.251620684847618,1.8667167247174508,0.22774307440384778
MN,Dec,merra2,5.237323688406896,2.3333291212953102,0.06937050334316552
MN,Feb,era5,-1.4188988379516898,2.0218069007261517,0.23153875310514493
MN,Feb,merra2,0.2482953066409346,2.470797654947422,0.7609483779894299
MN,Jan,era5,2.0764002148335314,1.8015601693580032,0.5501854574613501
MN,Jan,merra2,4.2062339999630325,2.196848677692527,0.1444358844342679
MN,Jul,era5,1.6344223648773533,0.9295810439672402,0.4949341971096908
MN,Jul,merra2,3.163176471604336,1.4553527315801875,0.13718421739221442
MN,Jun,era5,2.4139884190112553,0.955490601477159,0.13891170262592523
MN,Jun,merra2,2.967521572323037,1.332447296863976,0.1397768743552108
MN,Mar,era5,1.934342459822581,1.7116538936864825,0.5851545187319238
MN,Mar,merra2,2.091619395151882,2.2248325752213898,0.6236723333646665
MN,May,era5,-0.8077767699317653,1.1092824645236627,0.10316889428409137
MN,May,merra2,-1.0696958193902348,1.3862205442018507,0.1354242435224977
MN,Nov,era5,3.7917208180089013,1.7342810821528016,0.10745724946710111
MN,Nov,merra2,5.658217290499391,2.1553726669782995,0.030678966227772664
MN,Oct,era5,0.18756349824405782,1.1279095874881695,0.4713385441888609
MN,Oct,merra2,0.13676052862644278,1.4933712148956602,0.5632320622034286
MN,Sep,era5,3.3823751032086835,0.7831843386435391,0.002350833364108018
MN,Sep,merra2,4.5453448605207,1.0875214423064832,0.0011140319908544694
MO,Apr,era5,1.0434005306315164,1.1254966896669856,0.9692402175741825
MO,Apr,merra2,1.744839024250386,1.3656612529649574,0.5854747261477424
MO,Aug,era5,0.17310955519776214,0.9810143535373239,0.39928811017470855
MO,Aug,merra2,-0.27129776914201487,1.5177900259522097,0.4022565612771023
MO,Dec,era5,3.399797735311206,1.6442576347218456,0.14442691882309178
MO,Dec,merra2,4.944227832797481,1.9548238376964449,0.04362359300255858
MO,Feb,era5,0.5421362464278383,1.7297461761803057,0.7912406038884452
MO,Feb,merra2,1.4422452666949475,2.0659499871294873,0.8304972437763436
MO,Jan,era5,2.1158913041139686,1.3933705866338817,0.4232141384705206
MO,Jan,merra2,3.2317390959364,1.6738475941500954,0.1824337463186294
MO,Jul,era5,0.3484703273495845,0.9067611904005902,0.47243425855293797
MO,Jul,merra2,0.6744819823575312,1.5510219034728794,0.8337665956656968
MO,Jun,era5,2.7058791444656043,0.7522747982446691,0.023351910012053168
MO,Jun,merra2,2.34626466929337,1.1105196645293143,0.225403876501449
MO,Mar,era5,1.8156965926784503,1.419932288062474,0.5656554697488461
MO,Mar,merra2,1.7704867158590742,1.6089680509170734,0.632031032382504
MO,May,era5,0.5198236383792274,0.9846580075741954,0.6257921007335163
MO,May,merra2,0.6782750365350814,1.122428641440573,0.7743934293272023
MO,Nov,era5,2.682162119434081,1.360480621131588,0.21629247210642433
MO,Nov,merra2,4.411525261616605,1.685394735388882,0.04295267538565639
MO,Oct,era5,0.8626279616749084,0.8590196918802172,0.8729462859943453
MO,Oct,merra2,1.2791771138485932,1.139537650953567,0.8064629616066217
MO,Sep,era5,2.9874381734080466,0.8137608205405071,0.014594504250040607
MO,Sep,merra2,3.566921535759628,1.1830390833484046,0.030024349461437172
MS,Apr,era5,1.0765815196839343,0.7804872730275785,0.9218368961133065
MS,Apr,merra2,1.4066991524176073,1.0050711406540034,0.6857369099839006
MS,Aug,era5,0.43804033410699145,0.761734277816473,0.46067419967620027
MS,Aug,merra2,0.029378751348652594,1.1474997392660131,0.39763224980698286
MS,Dec,era5,2.5811484499635156,1.2811570091613536,0.2171445352422019
MS,Dec,merra2,3.2228823292341104,1.5924071617850486,0.16273682382072385
MS,Feb,era5,1.3722719814141182,1.2553511875707954,0.7668115564883646
MS,Feb,merra2,2.2006786890478063,1.571252524482602,0.4447755560486144
MS,Jan,era5,1.8602892320337743,1.2225309349057236,0.48162256879991894
MS,Jan,merra2,2.7391852251618296,1.4880893921961864,0.24250958459512506
MS,Jul,era5,0.20116507044373358,0.5763721843803865,0.16575586653953311
MS,Jul,merra2,0.047280898480991984,1.0512847994170091,0.3648074437023503
MS,Jun,era5,1.166138667605068,0.7062761354397196,0.8140287585432329
MS,Jun,merra2,0.542424280644411,1.1577434097519868,0.6926726498845364
MS,Mar,era5,1.6965543314985845,1.0322672917133648,0.49981492814810724
MS,Mar,merra2,1.7395924184966924,1.2302919727573298,0.547738784755009
MS,May,era5,0.763724933461875,0.6017561131335756,0.6945834935025195
MS,May,merra2,0.45499846805079314,0.9615564784467778,0.570856204350418
MS,Nov,era5,0.9863371745438756,1.0092910047122345,0.9891993245775934
MS,Nov,merra2,2.490099522982532,1.3951201155020194,0.2854845462931279
MS,Oct,era5,2.1833676749477067,0.6598302331206851,0.07290217473907967
MS,Oct,merra2,2.4369637985287333,1.0313765090712943,0.1635446509983245
MS,Sep,era5,2.333955520377676,0.7263729931458447,0.0662895361180662
MS,Sep,merra2,1.9716330931873678,1.0887558781729727,0.37216511279407616
MT,Apr,era5,-1.2776154656221745,1.2337277705863388,0.06487408291806851
MT,Apr,merra2,-0.44068567153719,1.619306988396712,0.3736308933223249
MT,Aug,era5,2.0404981923092866,1.0855852227194664,0.3378270546015032
MT,Aug,merra2,1.6790401609347378,1.2929986076109268,0.5994671240905984
MT,Dec,era5,0.792104890249952,1.686247240525387,0.9018785452043787
MT,Dec,merra2,2.3499469609998105,1.7061015495831415,0.4288001336180982
MT,Feb,era5,-1.4672056583795474,2.2497256466563003,0.27278586314116016
MT,Feb,merra2,-0.51570512763157,2.1596470510366843,0.4827851764524862
MT,Jan,era5,1.9072503712109405,1.5378463630824724,0.555225082787772
MT,Jan,merra2,3.293558730015133,1.4834504593410827,0.12208107401405877
MT,Jul,era5,3.292974200244775,1.2816045470264479,0.07359173884457548
MT,Jul,merra2,4.277046071427378,1.5050717427691214,0.02945554748028778
MT,Jun,era5,0.8776118197014299,1.1619307710254603,0.9161125847137035
MT,Jun,merra2,0.3889930353032594,1.48308224645243,0.6803507510757016
MT,Mar,era5,0.11621893477649106,1.7184875763023213,0.6070573513271222
MT,Mar,merra2,0.43588593968543643,1.7452073431205826,0.7465164236696611
MT,May,era5,-1.228721617646317,1.1317546442414854,0.048922991829867035
MT,May,merra2,-1.3199249322766369,1.4276341096947438,0.10415964785805709
MT,Nov,era5,2.7307040285247117,1.645456073752283,0.2928876014752082
MT,Nov,merra2,4.815324345237143,1.8257857753839213,0.036645750988250514
MT,Oct,era5,-0.7104834371584732,1.1483316479696408,0.1363457979064706
MT,Oct,merra2,-0.13826809360851203,1.447692350895842,0.4317129537541795
MT,Sep,era5,3.811795849398691,1.2964187532636924,0.030090674157741804
MT,Sep,merra2,4.351468758596615,1.494420231660875,0.02491908121498465
NC,Apr,era5,1.4642434280425338,0.7966356810375372,0.5600582407320476
NC,Apr,merra2,2.3692104724341903,1.062773883283798,0.19762882406594606
NC,Aug,era5,1.3754037382414164,0.6296685256505373,0.5510465444044608
NC,Aug,merra2,2.392857085257916,1.084220195073019,0.19891022891846943
NC,Dec,era5,2.224596627272314,1.4686213555746586,0.4043706157682563
NC,Dec,merra2,3.0988314371744545,1.9815569042738712,0.2895164340206535
NC,Feb,era5,1.3779568306148606,1.279672527287749,0.7677232120452975
NC,Feb,merra2,2.3359980678962597,1.616772200893162,0.4086131685046226
NC,Jan,era5,1.962809549030246,1.1547192252558534,0.4043914213381452
NC,Jan,merra2,3.3611729386015528,1.4373854552589154,0.10044792052209939
NC,Jul,era5,1.0445998318585867,0.6615124818471706,0.9462465530617175
NC,Jul,merra2,1.0437236564232186,1.043795568571284,0.966587106115683
NC,Jun,era5,0.7388991383405968,0.6787751286802405,0.7004858185881377
NC,Jun,merra2,0.6918134718562525,1.0796465814925078,0.775298404238413
NC,Mar,era5,1.622170049171352,1.0941775500880226,0.5696147869474588
NC,Mar,merra2,2.107594869931045,1.2495923832015363,0.37542090881353674
NC,May,era5,0.7760414677213132,0.7368038486805903,0.7611587435321936
NC,May,merra2,0.9584072381349041,1.0150755230764295,0.967315793002349
NC,Nov,era5,0.3686788367211024,1.0547474733717135,0.5494717022834195
NC,Nov,merra2,1.2350473672551396,1.2937783575908421,0.8558376748559251
NC,Oct,era5,1.5757836675339896,0.7350213548396592,0.43341786379471614
NC,Oct,merra2,2.0713188517104095,1.0602031834234682,0.31226323627217867
NC,Sep,era5,1.9206065752457955,0.6537346111935664,0.1590639339198583
NC,Sep,merra2,2.6327602443998996,1.0142121360128906,0.10742396751264582
ND,Apr,era5,-1.3629022348141657,1.799028629866628,0.1890373337690776
ND,Apr,merra2,-0.8218232474944315,1.8819846445930661,0.3330278874279142
ND,Aug,era5,0.8975197708535009,1.0046620431175508,0.9187529612055905
ND,Aug,merra2,1.3690623548386958,1.2273485716821098,0.763644114236651
ND,Dec,era5,2.1657387016099907,2.1885189151718425,0.5942682589712218
ND,Dec,merra2,4.14687718106167,2.496987514174664,0.20757216229237896
ND,Feb,era5,-1.8905320775367667,2.411195149206941,0.23060712064230682
ND,Feb,merra2,-0.8763394008649277,2.705055661649642,0.48790693734666135
ND,Jan,era5,2.5360723817979784,2.1413553638589646,0.4731664850311348
ND,Jan,merra2,4.079590943220593,2.38401643188795,0.1964382552232422
ND,Jul,era5,1.8050646984899412,1.0906945947750148,0.4604408603808259
ND,Jul,merra2,2.8438399981338693,1.5335910777400708,0.22924644682740047
ND,Jun,era5,2.6516400516572536,1.2113538404589062,0.17273562101870832
ND,Jun,merra2,2.152405031971627,1.5737913628552742,0.464017423458952
ND,Mar,era5,1.1283803688705223,2.1627600852423816,0.9526657661981195
ND,Mar,merra2,0.6770549645597683,2.305007000147004,0.8885763344135016
ND,May,era5,-1.173879970240952,1.1673930688784915,0.06257966043659668
ND,May,merra2,-2.1176001992416644,1.4550009033614006,0.0321388651619221
ND,Nov,era5,4.17439717513218,1.8949108116256774,0.09389058994068167
ND,Nov,merra2,6.152839694109263,2.261958398076972,0.022723984198220748
ND,Oct,era5,-0.6539611544680743,1.236808444824472,0.18113074044747757
ND,Oct,merra2,-0.4909800419020663,1.5812293060625247,0.34571946105907037
ND,Sep,era5,3.5372600638806753,1.0225533191696503,0.013090468218880602
ND,Sep,merra2,4.659054550049102,1.2660773949327715,0.0038515387126916156
NE,Apr,era5,0.5140088599194025,1.29521270844342,0.707496037493897
NE,Apr,merra2,0.7396387936612028,1.6159725311792774,0.8720009781539606
NE,Aug,era5,0.747426721882811,0.9010093364372279,0.7792300147358948
NE,Aug,merra2,1.4859045950022747,1.328317494460682,0.7145109178852527
NE,Dec,era5,2.477439580930946,1.6465389384242528,0.36955879445561046
NE,Dec,merra2,3.2557204685189025,1.80894803402517,0.21240514542277134
NE,Feb,era5,-0.15729044806690612,1.9630470852698423,0.5555005668901822
NE,Feb,merra2,-1.098865829293594,2.0424056103867185,0.30411732844001316
NE,Jan,era5,2.2358400976035626,1.5091195933090202,0.41283512826190116
NE,Jan,merra2,2.361524156520512,1.5973525194354539,0.39401265945872166
NE,Jul,era5,1.3360171741778701,0.9194034874411772,0.7147583388340177
NE,Jul,merra2,2.553101102894155,1.4166358098877523,0.272934148900172
NE,Jun,era5,3.3022288583495563,1.0425501333151383,0.027225679458159124
NE,Jun,merra2,3.383098339085895,1.5117871483543914,0.11494628169354848
NE,Mar,era5,2.339909192127629,1.7040924705486178,0.4316981858858675
NE,Mar,merra2,1.476317682663187,1.798375470318804,0.7911173325351828
NE,May,era5,-0.7288659057760343,1.041729433677476,0.09699268015769191
NE,May,merra2,-1.2434531201633496,1.3556958435986826,0.0979579439533893
NE,Nov,era5,5.284902704677772,1.5090802142422057,0.004519654965250641
NE,Nov,merra2,6.700889054532404,1.8173911389237383,0.001707716580924279
NE,Oct,era5,0.62074400125133,1.1043105347672244,0.7312732010222449
NE,Oct,merra2,0.6271286236778236,1.4217495752571918,0.7931191912399098
NE,Sep,era5,3.6113130157008952,0.9219516314570702,0.004620358589635387
NE,Sep,merra2,4.6213380382405935,1.2468672279262822,0.0036801725051682777
NH,Apr,era5,0.5830897998851872,0.9157251028306045,0.6489086963331854
NH,Apr,merra2,0.8790497681969276,1.0847606583468008,0.9112202907414
NH,Aug,era5,2.363088933608292,0.5805215789865832,0.018872403207683686
NH,Aug,merra2,3.2761231787277536,0.7029864510278235,0.0012045903566502147
NH,Dec,era5,2.141672383392395,1.3999349974830655,0.41477578617206357
NH,Dec,merra2,2.4132534110389146,1.7113646317624207,0.4089147367782604
NH,Feb,era5,1.2127766608358679,1.32671789814276,0.8725831419587893
NH,Feb,merra2,2.41361450464144,1.7648877070099067,0.42315150733331564
NH,Jan,era5,2.783615541424444,1.3854636892180912,0.1979625514527672
NH,Jan,merra2,3.4102164458102915,1.6505376252919313,0.14421823589522043
NH,Jul,era5,1.6361578790352385,0.7955025708813867,0.42388865930187647
NH,Jul,merra2,2.629863974579144,0.7986037610822153,0.04126156971779116
NH,Jun,era5,1.0625416359985331,0.8105303468869678,0.9384951683315961
NH,Jun,merra2,1.991447798907245,0.8267063511883285,0.2304212491995825
NH,Mar,era5,1.2339626422188268,1.1440165615773341,0.8379551044751987
NH,Mar,merra2,2.5081892745210506,1.6637187332024712,0.364662283846644
NH,May,era5,0.5579137053748835,1.0946461302662618,0.6863139868353794
NH,May,merra2,0.4867789218614864,1.1322975939081543,0.6503641579696486
NH,Nov,era5,1.4293847645439737,1.0559340624799303,0.6842725968851429
NH,Nov,merra2,1.6868579299569202,1.3668698310484508,0.6153128478180583
NH,Oct,era5,1.659541735436898,0.9316911110171896,0.47900896088628686
NH,Oct,merra2,2.1317179696995407,1.0463641715768288,0.2794428452666189
NH,Sep,era5,3.013797830592594,0.6818509001856179,0.003142654759624497
NH,Sep,merra2,3.998482581086862,0.7382082720364168,4.8687812480796566e-05
NJ,Apr,era5,1.3442154109229179,0.7889162399185448,0.6626087319991374
NJ,Apr,merra2,2.0739359514406948,0.9202645389781902,0.2432159715008413
NJ,Aug,era5,2.0838343744787355,0.6219503893647889,0.08139687018772301
NJ,Aug,merra2,2.9914429189725107,0.9506704278063334,0.0361907857860011
NJ,Dec,era5,2.1136900885119956,1.448842799201236,0.44208592134117386
NJ,Dec,merra2,1.882733549162743,1.8300718977238704,0.6295579666624638
NJ,Feb,era5,1.5521038280931583,1.376001027571785,0.6882449445102163
NJ,Feb,merra2,2.4985556565885485,1.8054384685900122,0.40652571639744717
NJ,Jan,era5,2.4570985874021236,1.3437469647266482,0.2782074781610129
NJ,Jan,merra2,3.0311654946530564,1.630338931033239,0.2128177266092317
NJ,Jul,era5,1.676603715943186,0.6874655121748299,0.3250170722114545
NJ,Jul,merra2,2.105427408022683,1.0700792762022744,0.3015883668620085
NJ,Jun,era5,0.8400608756860682,0.6701008316064432,0.8113543537142189
NJ,Jun,merra2,1.6199192239033344,0.694971612563676,0.372389426678144
NJ,Mar,era5,1.959408024763508,1.183117066165774,0.4174141705015224
NJ,Mar,merra2,2.284914705502503,1.4746786328685209,0.3835802974537881
NJ,May,era5,0.5959075466719836,0.9105600145434058,0.6571983699426354
NJ,May,merra2,0.5633153054322383,1.0298537641050838,0.6715469067284947
NJ,Nov,era5,1.2985991637355636,1.0465598810065315,0.775402872215162
NJ,Nov,merra2,1.9231698310051641,1.2796799220074941,0.4706592479840943
NJ,Oct,era5,1.5996607404603562,0.8203099844044012,0.4647686228767758
NJ,Oct,merra2,2.0858993602205813,1.0087896867584014,0.2817315005994707
NJ,Sep,era5,2.4446165315888555,0.5920712904095667,0.014689831482837867
NJ,Sep,merra2,3.1444762306347247,0.9051674044555973,0.017829080900423122
NM,Apr,era5,1.7471027244333437,1.0350519930952737,0.47041614497304596
NM,Apr,merra2,1.6079633144776997,1.233041056867871,0.6219701409081293
NM,Aug,era5,2.1905441509044845,0.7866448871143169,0.13016653926631716
NM,Aug,merra2,2.3268032530298837,1.0097487406887353,0.18884840125801805
NM,Dec,era5,2.347807661064913,1.0908534866881205,0.21662464049164298
NM,Dec,merra2,3.0701757982394224,1.1358218428478184,0.06836040511620878
NM,Feb,era5,1.194075460788157,1.1745463838215733,0.8687594942657053
NM,Feb,merra2,1.210106189158188,1.243991253267572,0.865877786390699
NM,Jan,era5,1.0629624367666926,1.1808115809344195,0.9574758903562475
NM,Jan,merra2,2.073025520748973,1.2006947172743074,0.37149818130318435
NM,Jul,era5,2.053505584667732,0.7334742814441382,0.15091060572240655
